6 skill groups
http://zh.tos.wikia.com/wiki/%E9%97%9C%E5%8D%A1%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/1-500
-   500 skills
--  #1  {{ES1}} : [1]  -> 強化盾 -> 敵人只會受到強化符石的攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/1
--  #12  {{ES12}} : [1]  -> 連擊 -> 敵人會在 1 回合內連續攻擊 2 次 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/12
--  #13  {{ES13}} : [1]  -> 中毒7.5% -> 敵人會令召喚師所有成員中毒，每回合扣除召喚師 7.5% 生命力，直至敵人死亡 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/13
--  #14  {{ES14}} : [1]  -> 中毒15% -> 敵人會令召喚師所有成員中毒，每回合扣除召喚師 15% 生命力，直至敵人死亡 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/14
--  #15  {{ES15}} : [1]  -> 越戰越強-銀 -> 敵人生命力愈低時，攻擊力會提升，達到一定血量時並會連撃 2 次 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/15
--  #16  {{ES16}} : [1]  -> 越戰越強-金 -> 敵人生命力愈低時，攻擊力會大幅提升，生命力 30% 或以下時會連撃 2 次 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/16
--  #17  {{ES17}} : [1]  -> 反彈15% -> 敵人會反擊召喚師的 15% 攻擊傷害<br> (需消除符石) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/17
--  #18  {{ES18}} : [1]  -> 反彈25% -> 敵人會反擊召喚師的 25% 攻擊傷害<br> (需消除符石) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/18
--  #19  {{ES19}} : [1]  -> 相剋強化盾-破盾轉屬 -> 只有消除克制敵人屬性的強化符石才會對敵人造成傷害，成功發動攻擊時<br> (>1) ，敵人會在攻擊回合(CD 0) 時轉換屬性。如第 5 回合敵人攻擊回合沒有受到任何傷害，便會直接轉換屬性 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/19
--  #20  {{ES20}} : [1]  -> 三屬轉換-心剋轉當前 ‧ 吸取生命 -> 敵人到 CD 0 時會同時發動攻擊和轉屬性，每 1 回合敵人會將召喚師符石轉換至同屬性。如果召喚師消除的符石與敵人屬性相同時，敵人會吸取召喚師生命力轉化為自身生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/20
--  #21  {{ES21}} : [1]  -> 隨機Combo追擊弱盾 -> 隨機指定連擊 (Combo) 數，當達成或接近指定的連擊 (Combo) (差距為 2 連擊 (Combo) 或以下) 才會對敵人造成攻擊傷害 (需消除符石)。達成上述指定的連擊 (Combo) 數，敵人不會發動攻擊；反之，差距的連擊 (Combo) 數愈多，敵人的連擊次數愈多 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/21
--  #22  {{ES22}} : [1]  -> 隨機Combo追擊盾 -> 隨機指定連擊 (Combo) 數，當達成指定的連擊 (Combo) 才會對敵人造成攻擊傷害 (需消除符石)。達成上述指定的連擊 (Combo) 數，敵人不會發動攻擊；反之，差距的連擊 (Combo) 數愈多，敵人的連擊次數愈多 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/22
--  #23  {{ES23}} : [1]  -> 隨機Combo追擊弱盾-轉 -> 在開始移動符石時，出現隨機指定的連擊 (Combo) 數，當達成或接近指定的連擊 (Combo) (差距為 2 連擊 (Combo) 或以下) 才會對敵人造成攻擊傷害 (需消除符石)。達成上述指定的連擊 (Combo) 數，敵人不會發動攻擊；反之，差距的連擊 (Combo) 數愈多，敵人的連擊次數愈多 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/23
--  #24  {{ES24}} : [1]  -> 隨機Combo追擊盾-轉 -> 在開始移動符石時，出現隨機指定的連擊 (Combo) 數，當達成指定的連擊 (Combo) 才會對敵人造成攻擊傷害 (需消除符石)。達成上述指定的連擊 (Combo) 數，敵人不會發動攻擊；反之，差距的連擊 (Combo) 數愈多，敵人的連擊次數愈多 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/24
--  #25  {{ES25}} : [1]  -> 人類防禦50% -> 敵人令人類成員的攻擊力半減 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/25
--  #26  {{ES26}} : [1]  -> 龍類剋制 ‧ 防 -> 敵人令龍類成員的攻擊力半減 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/26
--  #27  {{ES27}} : [1]  -> 神族剋制 ‧ 防 -> 敵人令神族成員的攻擊力半減 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/27
--  #28  {{ES28}} : [1]  -> 妖精剋制 ‧ 防 -> 敵人令妖精類成員的攻擊力半減 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/28
--  #29  {{ES29}} : [1]  -> 獸類剋制 ‧ 防 -> 敵人令獸類成員的攻擊力半減 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/29
--  #30  {{ES30}} : [1]  -> 人類剋制 ‧ 攻 -> 召喚師隊伍中有人類成員時，敵人攻擊力提升 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/30
--  #31  {{ES31}} : [1]  -> 龍類剋制 ‧ 攻 -> 召喚師隊伍中有龍類成員時，敵人攻擊力提升 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/31
--  #32  {{ES32}} : [1]  -> 神族剋制 ‧ 攻 -> 召喚師隊伍中有神族成員時，敵人攻擊力提升 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/32
--  #33  {{ES33}} : [1]  -> 妖精剋制 ‧ 攻 -> 召喚師隊伍中有妖精類成員時，敵人攻擊力提升 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/33
--  #34  {{ES34}} : [1]  -> 獸類剋制 ‧ 攻 -> 召喚師隊伍有獸類成員時，敵人攻擊力提升 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/34
--  #35  {{ES35}} : [1]  -> 扣血70% -> 每回合敵人發動攻擊時會扣除召喚師 70% 生命力 (無視所有減傷效果和意志技能) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/35
--  #36  {{ES36}} : [1]  -> 扣血40% -> 每回合敵人發動攻擊時會扣除召喚師 40% 生命力 (無視所有減傷效果和意志技能) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/36
--  #37  {{ES37}} : [1]  -> 扣血50% -> 每回合敵人發動攻擊時會扣除召喚師 50% 生命力 (無視所有減傷效果和意志技能) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/37
--  #38  {{ES38}} : [1]  -> 2秒轉珠 -> 移動符石時間會縮短至 2 秒 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/38
--  #39  {{ES39}} : [2]  -> 召喚小怪 ‧ 2秒轉珠 -> 移動符石時間會縮短至 2 秒，敵人會在 <br> CD 0 時召喚小怪，如果場上有小怪生存，CD 0 時會發動攻擊 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/39
--  #40  {{ES40}} : [1]  -> 中毒20% -> 敵人會令全隊中毒，在每回合扣除召喚師 20% 生命力，直至敵人死亡 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/40
--  #41  {{ES41}} : [1]  -> 中毒30% -> 敵人會令全隊中毒，在每回合扣除召喚師 30% 生命力，直至敵人死亡 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/41
--  #42  {{ES42}} : [1]  -> 中毒40% -> 敵人會令全隊中毒，在每回合扣除召喚師 40% 生命力，直至敵人死亡 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/42
--  #43  {{ES43}} : [1]  -> 中毒50% -> 敵人會令全隊中毒，在每回合扣除召喚師 50% 生命力，直至敵人死亡 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/43
--  #44  {{ES44}} : [1]  -> 反彈35% -> 敵人會反擊召喚師的 35% 攻擊傷害<br> (需消除符石) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/44
--  #45  {{ES45}} : [1]  -> 技能封鎖 -> 首回合敵人會永久封鎖所有成員的主動技能 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/45
--  #46  {{ES46}} : [1]  -> 3~6回技能封鎖 -> 首 2 回合及以後每 3 回合會隨機封鎖 2 個成員主動技，持續 3 至 6 回合 <br>(可疊加) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/46
--  #47  {{ES47}} : [1]  -> 2~4回技能封鎖 -> 首 2 回合及以後每 3 回合會隨機封鎖 2 個成員主動技，持續 2 至 4 回合 <br>(可疊加) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/47
--  #48  {{ES48}} : [1]  -> 無限回復 -> 敵人每回合會完全回復生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/48
--  #49  {{ES49}} : [1]  -> 黑白符石 -> 將所有符石變為黑白色 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/49
--  #50  {{ES50}} : [1]  -> 無法控制 -> 敵人會無視所有控制技能 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/50
--  #51  {{ES51}} : [1]  -> 無視減傷 -> 敵人會無視所有減傷效果和意志技能 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/51
--  #52  {{ES52}} : [1]  -> 攻前盾 -> 攻前盾：敵人無視任何攻擊傷害，直至敵人第 1 次攻擊 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/52
--  #53  {{ES53}} : [1]  -> 1Combo盾 -> 1 連擊 (Combo) 才會對敵人造成攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/53
--  #54  {{ES54}} : [1]  -> 2Combo盾 -> 2 連擊 (Combo) 才會對敵人造成攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/54
--  #55  {{ES55}} : [1]  -> 3Combo盾 -> 3 連擊 (Combo) 才會對敵人造成攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/55
--  #56  {{ES56}} : [1]  -> 4Combo盾 -> 4 連擊 (Combo) 才會對敵人造成攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/56
--  #57  {{ES57}} : [1]  -> 5Combo盾 -> 5 連擊 (Combo) 才會對敵人造成攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/57
--  #58  {{ES58}} : [1]  -> 6Combo盾 -> 6 連擊 (Combo) 才會對敵人造成攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/58
--  #59  {{ES59}} : [1]  -> 先攻 -> 首回合敵人會優先攻擊 1 次 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/59
--  #60  {{ES60}} : [1]  -> 三連擊 -> 敵人會在 1 回合內連續攻擊 3 次 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/60
--  #61  {{ES61}} : [1]  -> 二員技能重置 -> 首回合敵人會隨機將 2 個成員技能 CD 及累積戰鬥回合數重置 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/61
--  #62  {{ES62}} : [1]  -> 三員技能重置 -> 首回合敵人會隨機將 3 個成員技能 CD 及累積戰鬥回合數重置 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/62
--  #63  {{ES63}} : [1]  -> 四員技能重置 -> 首回合敵人會隨機將 4 個成員技能 CD 及累積戰鬥回合數重置 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/63
--  #64  {{ES64}} : [1]  -> 五員技能重置 -> 首回合敵人會隨機將 5 個成員技能 CD 及累積戰鬥回合數重置 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/64
--  #65  {{ES65}} : [1]  -> 技能重置 -> 首回合敵人會將所有成員技能 CD 及累積戰鬥回合數重置 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/65
--  #66  {{ES66}} : [1]  -> 初級拼圖盾 -> 指定形狀盾：符石需以指定的形狀消除 (可連同形狀外旁邊的符石消除) 才會對敵人造成攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/66
--  #67  {{ES67}} : [1]  -> 高級拼圖盾 -> 指定形狀盾：符石需以指定的形狀消除 (可連同形狀外旁邊的符石消除) 才會對敵人造成攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/67
--  #68  {{ES68}} : [1]  -> 初級拼圖盾-限 -> 指定形狀盾：符石需以指定的形狀消除 (不可連同形狀外旁邊的符石消除) 才會對敵人造成攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/68
--  #69  {{ES69}} : [1]  -> 50%血上盾 ‧ 主動外 -> 當召喚師生命力 50% 以下時，才會對敵人造成攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/69
--  #70  {{ES70}} : [1]  -> 同屬強化盾 -> 只有消除與敵人屬性相同的強化符石才會對敵人造成傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/70
--  #71  {{ES71}} : [1]  -> 相剋外防禦50% -> 當不是克制敵人的屬性時，攻擊傷害減50% -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/71
--  #72  {{ES72}} : [1]  -> 扣血30% -> 每回合敵人發動攻擊時會扣除召喚師 30% 生命力 (無視所有減傷效果和意志技能) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/72
--  #73  {{ES73}} : [1]  -> 扣血80% -> 每回合敵人發動攻擊時會扣除召喚師 80% 生命力 (無視所有減傷效果和意志技能) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/73
--  #74  {{ES74}} : [1]  -> 扣血90% -> 每回合敵人發動攻擊時會扣除召喚師 90% 生命力 (無視所有減傷效果和意志技能) -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/74
--  #75  {{ES75}} : [1]  -> 三屬盾 -> 同時消除水符石，火符石及木符石才會對敵人造成攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/75
--  #76  {{ES76}} : [1]  -> 光暗盾 -> 同時消除光符石及暗符石才會對敵人造成攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/76
--  #77  {{ES77}} : [1]  -> 五屬盾 -> 五屬盾：同時消除水符石，火符石，木符石，光符石及暗符石才會對敵人造成攻擊傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/77
--  #78  {{ES78}} : [1]  -> 強制自爆5000 -> 敵人死亡後會對召喚師造成 5,000 點傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/78
--  #79  {{ES79}} : [1]  -> 強制自爆10000 -> 敵人死亡後會對召喚師造成 10,000 點傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/79
--  #80  {{ES80}} : [1]  -> 強制自爆20000 -> 敵人死亡後會對召喚師造成 20,000 點傷害 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/80
--  #81  {{ES81}} : [1]  -> 回復4000 -> 首回合敵人會讓召喚師增加 4,000 點生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/81
--  #82  {{ES82}} : [1]  -> 回復5000 -> 首回合敵人會讓召喚師增加 5,000 點生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/82
--  #83  {{ES83}} : [1]  -> 回復6000 -> 首回合敵人會將召喚師增加 6,000 點生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/83
--  #84  {{ES84}} : [1]  -> 逢二回復2000 -> 每 2 回合敵人會讓召喚師增加 2,000 點生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/84
--  #85  {{ES85}} : [1]  -> 逢二回復3000 -> 每 2 回合敵人會讓召喚師增加 3,000 點生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/85
--  #86  {{ES86}} : [1]  -> 逢二回復4000 -> 每 2 回合敵人會讓召喚師增加 4,000 點生命力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/86
--  #87  {{ES87}} : [1]  -> 技能回復 -> 首回合敵人會將召喚師所有主動技能 CD 變 0 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/87
--  #88  {{ES88}} : [1]  -> 逢三技能回復 -> 每 3 回合敵人會將召喚師所有主動技能 CD 變 0 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/88
--  #89  {{ES89}} : [1]  -> 逢四技能回復 -> 每 4 回合敵人會將召喚師所有主動技能 CD 變 0 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/89
--  #90  {{ES90}} : [1]  -> 隨機轉化 -> 首回合敵人會將所有符石隨機轉換 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/90
--  #91  {{ES91}} : [1]  -> 逢二隨機轉化 -> 每 2 回合敵人會將所有符石隨機轉換 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/91
--  #92  {{ES92}} : [1]  -> 逢三隨機轉化 -> 每 3 回合敵人會將所有符石隨機轉換 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/92
--  #93  {{ES93}} : [1]  -> 不倒意志20% -> 敵人生命力大於 20% 時，下一次所受傷害不會死亡 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/93
--  #94  {{ES94}} : [1]  -> 不倒意志30% -> 敵人生命力大於 30% 時，下一次所受傷害不會死亡 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/94
--  #95  {{ES95}} : [1]  -> 不倒意志40% -> 敵人生命力大於 40% 時，下一次所受傷害不會死亡 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/95
--  #96  {{ES96}} : [1]  -> 隊長技封鎖 -> 召喚師不能發動隊長技能 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/96
--  #97  {{ES97}} : [1]  -> 問號符石4 ‧ 5% -> 敵人會掉落隱藏符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/97
--  #98  {{ES98}} : [1]  -> 問號符石4 ‧ 10% -> 大幅掉落隱藏符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/98
--  #99  {{ES99}} : [1]  -> 問號符石4 ‧ 15% -> 大幅掉落隱藏符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/99
--  #100  {{ES100}} : [1]  -> 水轉自身 -> 每回合敵人會將水符石轉化為敵人屬性的符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/100
--  #101  {{ES101}} : [1]  -> 火轉自身 -> 每回合敵人會將火符石轉化為敵人屬性的符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/101
--  #102  {{ES102}} : [1]  -> 木轉自身 -> 每回合敵人會將木符石轉化為敵人屬性的符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/102
--  #103  {{ES103}} : [1]  -> 光轉自身 -> 每回合敵人會將光符石轉化為敵人屬性的符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/103
--  #104  {{ES104}} : [1]  -> 暗轉自身 -> 每回合敵人會將暗符石轉化為敵人屬性的符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/104
--  #105  {{ES105}} : [1]  -> 心轉自身 -> 每回合敵人會將心符石轉化為敵人屬性的符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/105
--  #106  {{ES106}} : [1]  -> 水轉相剋 -> 每回合敵人會將水符石轉化為克制敵人屬性的符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/106
--  #107  {{ES107}} : [1]  -> 火轉相剋 -> 每回合敵人會將火符石轉化為克制敵人屬性的符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/107
--  #108  {{ES108}} : [1]  -> 木轉相剋 -> 每回合敵人會將木符石轉化為克制敵人屬性的符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/108
--  #109  {{ES109}} : [1]  -> 光轉相剋 -> 每回合敵人會將光符石轉化為克制敵人屬性的符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/109
--  #110  {{ES110}} : [1]  -> 暗轉相剋 -> 每回合敵人會將暗符石轉化為克制敵人屬性的符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/110
--  #111  {{ES111}} : [1]  -> 心轉相剋 -> 每回合敵人會將心符石轉化為克制敵人屬性的符石 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/111
--  #112  {{ES112}} : [1]  -> 復活變強 -> 敵人死亡後會復活 1 次，並提升 2 倍攻擊力，生命力及防禦力 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/112
--  #113  {{ES113}} : [1]  -> 命懸一線 -> 首回合敵人會令召喚師生命力剩 1 點 -> http://zh.tos.wikia.com/wiki/%E6%95%B5%E4%BA%BA%E6%8A%80%E8%83%BD/113
